A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition,accuracy,feedback1,feedback2
4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,easy,junk,junk,junk
1.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,easy,junk,junk,junk
0.02079,0.005141,0.004314,0.001187,0.003943,0.001427,0.004307,0.001396,0.03852,0.01681,0.008978,0.002592,0.007213,0.002074,0.008884,0.003156,easy,junk,junk,junk
7.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,easy,junk,junk,junk
9.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,easy,junk,junk,junk
10.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,easy,junk,junk,junk
4.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,easy,junk,junk,junk
0.0221,0.005429,0.004086,0.001157,0.004201,0.001499,0.004133,0.001367,0.03947,0.01694,0.008899,0.002602,0.007495,0.002167,0.0089,0.003165,easy,junk,junk,junk
3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,easy,junk,junk,junk
2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,easy,junk,junk,junk
5.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,easy,junk,junk,junk
0.0222,0.005199,0.004395,0.001262,0.00422,0.001446,0.004444,0.00148,0.03915,0.01685,0.009157,0.002592,0.007491,0.002154,0.009215,0.003189,easy,junk,junk,junk
5.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,easy,junk,junk,junk
9.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,easy,junk,junk,junk
7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,easy,junk,junk,junk
0.02182,0.005524,0.004343,0.001205,0.004122,0.001539,0.004351,0.001422,0.03959,0.01691,0.009006,0.00266,0.00741,0.002129,0.008923,0.003198,easy,junk,junk,junk
4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,easy,junk,junk,junk
7.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,easy,junk,junk,junk
0.02195,0.005266,0.004048,0.001179,0.004237,0.001443,0.004136,0.001405,0.03976,0.01692,0.008962,0.002607,0.007745,0.002227,0.009229,0.003171,easy,junk,junk,junk
1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,easy,junk,junk,junk
6.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,easy,junk,junk,junk
3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,easy,junk,junk,junk
10.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,easy,junk,junk,junk
0.02128,0.005267,0.004389,0.001226,0.004003,0.001443,0.00439,0.001444,0.03916,0.01678,0.009114,0.002611,0.007185,0.002062,0.008955,0.003163,easy,junk,junk,junk
7.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,easy,junk,junk,junk
6.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,easy,junk,junk,junk
4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,easy,junk,junk,junk
0.02192,0.005483,0.004134,0.001148,0.004232,0.001507,0.004162,0.001363,0.03996,0.01691,0.008937,0.002621,0.007722,0.002196,0.009087,0.003171,easy,junk,junk,junk
1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,easy,junk,junk,junk
10.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,easy,junk,junk,junk
9.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,easy,junk,junk,junk
0.02163,0.005076,0.004188,0.00121,0.004101,0.001403,0.004225,0.00144,0.03912,0.01682,0.009045,0.002568,0.007348,0.002118,0.009104,0.003135,easy,junk,junk,junk
9.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,easy,junk,junk,junk
1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,easy,junk,junk,junk
0.02163,0.00547,0.004372,0.001194,0.004073,0.001504,0.00437,0.001402,0.03983,0.01682,0.009104,0.002628,0.007283,0.002083,0.008896,0.003189,easy,junk,junk,junk
10.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,easy,junk,junk,junk
2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,easy,junk,junk,junk
10.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,easy,junk,junk,junk
8.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,easy,junk,junk,junk
2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,easy,junk,junk,junk
0.02226,0.00538,0.004085,0.00118,0.004265,0.001472,0.004136,0.001407,0.04018,0.01693,0.009036,0.002593,0.007705,0.002225,0.00923,0.003152,easy,junk,junk,junk
3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,easy,junk,junk,junk
4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,easy,junk,junk,junk
0.02155,0.005237,0.004397,0.00124,0.004039,0.001432,0.004423,0.001453,0.03964,0.0169,0.00925,0.002632,0.007354,0.00209,0.009124,0.003203,easy,junk,junk,junk
3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,easy,junk,junk,junk
4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,easy,junk,junk,junk
5.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,easy,junk,junk,junk
0.02218,0.005524,0.004231,0.001157,0.004247,0.001527,0.004235,0.001382,0.04033,0.01696,0.009066,0.002631,0.007834,0.002189,0.009155,0.003201,easy,junk,junk,junk
9.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,easy,junk,junk,junk
5.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,easy,junk,junk,junk
6.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,easy,junk,junk,junk
0.02247,0.005275,0.004279,0.001236,0.004213,0.00145,0.004297,0.001471,0.03956,0.01692,0.00919,0.002559,0.007329,0.002117,0.009108,0.003141,easy,junk,junk,junk
5.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,easy,junk,junk,junk
1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,easy,junk,junk,junk
5.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,easy,junk,junk,junk
10.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,easy,junk,junk,junk
0.02144,0.005486,0.004397,0.001213,0.004087,0.001504,0.00442,0.001427,0.04025,0.01698,0.009225,0.002677,0.00766,0.002152,0.009203,0.003238,easy,junk,junk,junk
10.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,easy,junk,junk,junk
5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,easy,junk,junk,junk
0.02225,0.005296,0.004048,0.001157,0.00428,0.001463,0.004109,0.001376,0.03998,0.01703,0.009082,0.002565,0.007888,0.002204,0.009285,0.003155,easy,junk,junk,junk
8.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,easy,junk,junk,junk
2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,easy,junk,junk,junk
8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,easy,junk,junk,junk
7.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,easy,junk,junk,junk
0.0215,0.005244,0.004358,0.001236,0.004011,0.001427,0.004398,0.00146,0.03955,0.01697,0.009277,0.002623,0.007219,0.002105,0.009072,0.003191,easy,junk,junk,junk
2.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,easy,junk,junk,junk
4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,easy,junk,junk,junk
0.02148,0.005382,0.004164,0.001137,0.004161,0.0015,0.004192,0.001356,0.03986,0.017,0.009046,0.002608,0.007855,0.002193,0.009181,0.003206,easy,junk,junk,junk
5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,easy,junk,junk,junk
8.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,easy,junk,junk,junk
4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,easy,junk,junk,junk
7.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,easy,junk,junk,junk
0.02184,0.005142,0.004109,0.001174,0.004105,0.001405,0.004125,0.001417,0.03884,0.01691,0.0091,0.002505,0.007198,0.002085,0.008972,0.003114,easy,junk,junk,junk
4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,easy,junk,junk,junk
6.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,easy,junk,junk,junk
9.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,easy,junk,junk,junk
0.02139,0.005382,0.004403,0.001214,0.004054,0.001488,0.004426,0.001434,0.03942,0.01695,0.009214,0.002607,0.007446,0.002115,0.009084,0.00321,easy,junk,junk,junk
7.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,easy,junk,junk,junk
5.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,easy,junk,junk,junk
4.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,easy,junk,junk,junk
0.02213,0.005377,0.004062,0.001146,0.004252,0.001478,0.004098,0.001374,0.03936,0.01696,0.008928,0.002538,0.007636,0.002163,0.009076,0.00312,easy,junk,junk,junk
6.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,easy,junk,junk,junk
4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,easy,junk,junk,junk
0.02158,0.005165,0.004328,0.00124,0.004057,0.001426,0.004383,0.00147,0.03888,0.01697,0.009213,0.002569,0.007225,0.002078,0.009027,0.003185,easy,junk,junk,junk
5.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,easy,junk,junk,junk
3.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,easy,junk,junk,junk
6.0,5.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,easy,junk,junk,junk
10.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,easy,junk,junk,junk
0.02132,0.005363,0.004207,0.001137,0.004159,0.001492,0.004244,0.001355,0.03909,0.0169,0.008931,0.002554,0.007691,0.002146,0.009035,0.003165,easy,junk,junk,junk
8.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,easy,junk,junk,junk
3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,easy,junk,junk,junk
0.02231,0.005191,0.004148,0.001191,0.004163,0.001442,0.004176,0.001439,0.03835,0.01686,0.00899,0.002491,0.007081,0.00206,0.00883,0.003096,easy,junk,junk,junk
8.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,easy,junk,junk,junk
7.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,easy,junk,junk,junk
10.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,easy,junk,junk,junk
3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,easy,junk,junk,junk
0.02063,0.00514,0.004296,0.001179,0.00397,0.00143,0.004335,0.001397,0.03868,0.01687,0.009017,0.002599,0.007474,0.002114,0.009064,0.003192,easy,junk,junk,junk
1.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,easy,junk,junk,junk
7.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,easy,junk,junk,junk
0.02177,0.005184,0.004036,0.001096,0.004156,0.001461,0.004025,0.001341,0.03832,0.01683,0.008803,0.002458,0.007371,0.002074,0.008805,0.003072,easy,junk,junk,junk
5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,easy,junk,junk,junk
8.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,easy,junk,junk,junk
6.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,easy,junk,junk,junk
1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,easy,junk,junk,junk
0.02124,0.005013,0.004227,0.001199,0.003999,0.001389,0.004264,0.001439,0.03823,0.01689,0.009051,0.002531,0.007141,0.002083,0.008943,0.003143,easy,junk,junk,junk
2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,easy,junk,junk,junk
8.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,easy,junk,junk,junk
3.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,easy,junk,junk,junk
0.02081,0.005163,0.004147,0.001105,0.004012,0.001461,0.004154,0.001328,0.03847,0.01677,0.008864,0.00251,0.00752,0.002096,0.008922,0.003129,easy,junk,junk,junk
1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,easy,junk,junk,junk
1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,easy,junk,junk,junk
5.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,easy,junk,junk,junk
0.02272,0.005275,0.004201,0.001186,0.00422,0.001463,0.004207,0.001434,0.03862,0.01681,0.008998,0.002496,0.006966,0.002034,0.008709,0.003095,easy,junk,junk,junk
3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,easy,junk,junk,junk
4.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,easy,junk,junk,junk
6.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,easy,junk,junk,junk
0.02086,0.005148,0.00433,0.001197,0.003987,0.00143,0.004351,0.001422,0.03883,0.01685,0.009096,0.002577,0.007392,0.002101,0.00906,0.003183,easy,junk,junk,junk
7.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,easy,junk,junk,junk
5.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,easy,junk,junk,junk
5.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,easy,junk,junk,junk
0.02276,0.005471,0.004214,0.001152,0.004259,0.001527,0.004195,0.001382,0.03914,0.01684,0.00897,0.002492,0.007248,0.00206,0.00876,0.003092,easy,junk,junk,junk
1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,easy,junk,junk,junk
1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,easy,junk,junk,junk
6.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,easy,junk,junk,junk
0.0221,0.005236,0.004328,0.001254,0.00418,0.001436,0.004386,0.00149,0.0394,0.01692,0.009217,0.002553,0.007391,0.002123,0.009163,0.00317,easy,junk,junk,junk
2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,easy,junk,junk,junk
3.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,easy,junk,junk,junk
2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,easy,junk,junk,junk
0.02194,0.005474,0.004383,0.001175,0.004148,0.001523,0.004341,0.001403,0.03925,0.01678,0.009016,0.002537,0.007315,0.002045,0.008836,0.003141,easy,junk,junk,junk
7.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,easy,junk,junk,junk
2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,easy,junk,junk,junk
3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,easy,junk,junk,junk
0.02327,0.00552,0.004273,0.001233,0.004374,0.001513,0.004306,0.001481,0.03998,0.0169,0.009158,0.002545,0.007378,0.002131,0.009028,0.003156,easy,junk,junk,junk
5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,easy,junk,junk,junk
6.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,easy,junk,junk,junk
10.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,easy,junk,junk,junk
0.02151,0.005285,0.004421,0.001233,0.004099,0.00146,0.004461,0.001455,0.0394,0.01681,0.009241,0.002563,0.007543,0.002115,0.009225,0.003191,easy,junk,junk,junk
3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,easy,junk,junk,junk
7.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,easy,junk,junk,junk
5.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,easy,junk,junk,junk
0.02317,0.005635,0.00431,0.001191,0.004313,0.001567,0.0043,0.001423,0.03975,0.0168,0.009042,0.002559,0.007199,0.002062,0.008734,0.003142,easy,junk,junk,junk
5.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,easy,junk,junk,junk
2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,easy,junk,junk,junk
6.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,rest,seventyfive,two,two
6.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,rest,seventyfive,two,two
3.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,rest,seventyfive,two,two
0.02421,0.005924,0.004541,0.001297,0.004664,0.001663,0.004595,0.00151,0.03851,0.01706,0.008524,0.002485,0.007387,0.002081,0.008655,0.003067,rest,seventyfive,two,two
5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,rest,seventyfive,two,two
2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,rest,seventyfive,two,two
0.02368,0.005563,0.004609,0.001351,0.004505,0.001554,0.004678,0.001577,0.03726,0.01689,0.008589,0.002429,0.006995,0.002023,0.008703,0.003025,rest,seventyfive,two,two
10.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,rest,seventyfive,two,two
8.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,rest,seventyfive,two,two
10.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,rest,seventyfive,two,two
1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,rest,seventyfive,two,two
0.0235,0.005834,0.004741,0.001316,0.004492,0.00165,0.004752,0.001532,0.03745,0.01691,0.008546,0.002501,0.007046,0.002024,0.00852,0.00307,rest,seventyfive,two,two
8.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,rest,seventyfive,two,two
3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,rest,seventyfive,two,two
0.0245,0.005702,0.004515,0.001315,0.004705,0.001621,0.004572,0.001545,0.0371,0.01688,0.008403,0.002424,0.007212,0.002073,0.00864,0.002985,rest,seventyfive,two,two
7.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,rest,seventyfive,two,two
2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,rest,seventyfive,two,two
6.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,rest,seventyfive,two,two
3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,rest,seventyfive,two,two
0.02408,0.005788,0.004888,0.001404,0.004506,0.001625,0.00491,0.001626,0.03717,0.01686,0.008712,0.002502,0.00665,0.001979,0.008521,0.003081,rest,seventyfive,two,two
1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,rest,seventyfive,two,two
5.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,rest,seventyfive,two,two
5.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,rest,seventyfive,two,two
0.02438,0.005945,0.00466,0.001308,0.004685,0.001686,0.004681,0.001528,0.03809,0.01689,0.008576,0.00252,0.007369,0.002092,0.008715,0.003077,rest,seventyfive,two,two
7.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,rest,seventyfive,two,two
9.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,rest,seventyfive,two,two
2.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,rest,seventyfive,two,two
0.02475,0.005749,0.004714,0.001395,0.004649,0.001613,0.004756,0.001625,0.03795,0.01693,0.008846,0.002514,0.007073,0.002046,0.008801,0.003071,rest,seventyfive,two,two
2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,rest,seventyfive,two,two
6.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,rest,seventyfive,two,two
